Version Name,Segment,Year,Month,Period,Peril,Large Claim,Incurred Cost,Claims Nos,Earned Exposure
Plan,Barclays,2019,11,201911,Weather,Attritional,14567313,5827,1458340
Plan,Barclays,2019,12,201912,Weather,Attritional,14090170,5636,1417194
Plan V2,Barclays,2018,9,201809,Weather,Attritional,11893341,4757,1194908
Plan V2,Barclays,2018,10,201810,Weather,Attritional,12136562,4855,1219627
Plan V2,Barclays,2018,11,201811,Weather,Attritional,12292584,4917,1231745
Plan V2,Barclays,2018,12,201812,Weather,Attritional,12574448,5030,1248411
Plan V2,Barclays,2019,1,201901,Weather,Attritional,12697353,5079,1257849
Plan V2,Barclays,2019,2,201902,Weather,Attritional,12672932,5069,1269305
Plan V2,Barclays,2019,3,201903,Weather,Attritional,12575853,5030,1262238
Plan V2,Barclays,2019,4,201904,Weather,Attritional,12760121,5104,1274899
Plan V2,Barclays,2019,5,201905,Weather,Attritional,12753927,5102,1264162
Plan V2,Barclays,2019,6,201906,Weather,Attritional,12769959,5108,1268275
Plan V2,Barclays,2019,7,201907,Weather,Attritional,12752429,5101,1275747
Plan V2,Barclays,2019,8,201908,Weather,Attritional,12845350,5138,1290912
Plan V2,Barclays,2019,9,201909,Weather,Attritional,13024625,5210,1303716
Plan V2,Barclays,2019,10,201910,Weather,Attritional,13067706,5227,1303274
Plan V2,Barclays,2019,11,201911,Weather,Attritional,13146705,5259,1309470
Plan V2,Barclays,2019,12,201912,Weather,Attritional,13098396,5239,1314468
Actual,HSBC,2016,1,201601,Weather,Attritional,3757115,1503,372941
Actual,HSBC,2016,2,201602,Weather,Attritional,3685350,1474,367165
Actual,HSBC,2016,3,201603,Weather,Attritional,3652916,1461,367362
Actual,HSBC,2016,4,201604,Weather,Attritional,3632988,1453,362223
Actual,HSBC,2016,5,201605,Weather,Attritional,3603674,1441,358534
Actual,HSBC,2016,6,201606,Weather,Attritional,3535381,1414,355018
Actual,HSBC,2016,7,201607,Weather,Attritional,3479588,1392,346667
Actual,HSBC,2016,8,201608,Weather,Attritional,3463011,1385,343915
Actual,HSBC,2016,9,201609,Weather,Attritional,3421143,1368,341966
Actual,HSBC,2016,10,201610,Weather,Attritional,3375714,1350,337803
Actual,HSBC,2016,11,201611,Weather,Attritional,3359176,1344,333675
Actual,HSBC,2016,12,201612,Weather,Attritional,3298265,1319,328961
Actual,HSBC,2017,1,201701,Weather,Attritional,3271828,1309,327936
Actual,HSBC,2017,2,201702,Weather,Attritional,3210299,1284,322452
Actual,HSBC,2017,3,201703,Weather,Attritional,3175781,1270,316015
Actual,HSBC,2017,4,201704,Weather,Attritional,3119577,1248,310885
Actual,HSBC,2017,5,201705,Weather,Attritional,3109611,1244,308940
Actual,HSBC,2017,6,201706,Weather,Attritional,3077797,1231,308678
Actual,HSBC,2017,7,201707,Weather,Attritional,3059532,1224,304958
Actual,HSBC,2017,8,201708,Weather,Attritional,3012745,1205,301896
Actual,HSBC,2017,9,201709,Weather,Attritional,2957111,1183,296220
Actual,HSBC,2017,10,201710,Weather,Attritional,2936864,1175,293436
Actual,HSBC,2017,11,201711,Weather,Attritional,2918728,1167,292917
Actual,HSBC,2017,12,201712,Weather,Attritional,2919011,1168,292120
Actual,HSBC,2018,1,201801,Weather,Attritional,2884573,1154,288901
Actual,HSBC,2018,2,201802,Weather,Attritional,2844718,1138,286482
Actual,HSBC,2018,3,201803,Weather,Attritional,2814882,1126,281772
Actual,HSBC,2018,4,201804,Weather,Attritional,2778801,1112,278068
Actual,HSBC,2018,5,201805,Weather,Attritional,2755356,1102,274442
Actual,HSBC,2018,6,201806,Weather,Attritional,2715425,1086,272484
Actual,HSBC,2018,7,201807,Weather,Attritional,2678324,1071,267234
Actual,HSBC,2018,8,201808,Weather,Attritional,2651413,1061,264100
Actual,HSBC,2018,9,201809,Weather,Attritional,3943582,1577,394881
Actual,HSBC,2018,10,201810,Weather,Attritional,3944523,1578,392367
Actual,HSBC,2018,11,201811,Weather,Attritional,3882562,1553,388296
Actual,HSBC,2018,12,201812,Weather,Attritional,3828935,1532,382364
Plan,HSBC,2018,7,201807,Weather,Attritional,7164265,2866,716345
Plan,HSBC,2018,8,201808,Weather,Attritional,7067731,2827,704197
Plan,HSBC,2018,9,201809,Weather,Attritional,6590438,2636,662354
Plan,HSBC,2018,10,201810,Weather,Attritional,6807351,2723,682612
Plan,HSBC,2018,11,201811,Weather,Attritional,6701528,2681,667402
Plan,HSBC,2018,12,201812,Weather,Attritional,6734662,2694,669753
Plan,HSBC,2019,1,201901,Weather,Attritional,6741086,2696,674266
Plan,HSBC,2019,2,201902,Weather,Attritional,6708308,2683,671068
Plan,HSBC,2019,3,201903,Weather,Attritional,6761897,2705,678018
Plan,HSBC,2019,4,201904,Weather,Attritional,6760768,2704,681243
Plan,HSBC,2019,5,201905,Weather,Attritional,6745665,2698,673300
Plan,HSBC,2019,6,201906,Weather,Attritional,6765546,2706,676132
Plan,HSBC,2019,7,201907,Weather,Attritional,6675036,2670,669889
Plan,HSBC,2019,8,201908,Weather,Attritional,6693376,2677,675783
Plan,HSBC,2019,9,201909,Weather,Attritional,6699428,2680,672680
Plan,HSBC,2019,10,201910,Weather,Attritional,6632031,2653,662880
Plan,HSBC,2019,11,201911,Weather,Attritional,6614385,2646,662408
Plan,HSBC,2019,12,201912,Weather,Attritional,6674813,2670,665288
Plan V2,HSBC,2018,9,201809,Weather,Attritional,3394530,1358,341117
Plan V2,HSBC,2018,10,201810,Weather,Attritional,3379601,1352,341130
Plan V2,HSBC,2018,11,201811,Weather,Attritional,3364733,1346,333870
Plan V2,HSBC,2018,12,201812,Weather,Attritional,3326602,1331,333309
Plan V2,HSBC,2019,1,201901,Weather,Attritional,3348422,1339,333595
Plan V2,HSBC,2019,2,201902,Weather,Attritional,3340805,1336,335078
Plan V2,HSBC,2019,3,201903,Weather,Attritional,3412542,1365,339280
Plan V2,HSBC,2019,4,201904,Weather,Attritional,3440685,1376,342134
Plan V2,HSBC,2019,5,201905,Weather,Attritional,3434012,1374,344906
Plan V2,HSBC,2019,6,201906,Weather,Attritional,3446989,1379,342672
Plan V2,HSBC,2019,7,201907,Weather,Attritional,3490695,1396,346913
Plan V2,HSBC,2019,8,201908,Weather,Attritional,3454259,1382,344357
Plan V2,HSBC,2019,9,201909,Weather,Attritional,3480030,1392,347845
Plan V2,HSBC,2019,10,201910,Weather,Attritional,3507267,1403,349494
Plan V2,HSBC,2019,11,201911,Weather,Attritional,3541679,1417,353053
Plan V2,HSBC,2019,12,201912,Weather,Attritional,3555539,1422,354755
Actual,IB APC,2016,12,201612,Weather,Attritional,10504282,4202,1045172
Actual,IB APC,2017,1,201701,Weather,Attritional,10569814,4228,1056711
Actual,IB APC,2017,2,201702,Weather,Attritional,10505441,4202,1045961
Actual,IB APC,2017,3,201703,Weather,Attritional,10570438,4228,1062416
Actual,IB APC,2017,5,201705,Weather,Attritional,10715181,4286,1071178
Actual,IB APC,2017,6,201706,Weather,Attritional,10793409,4317,1085255
Actual,IB APC,2017,7,201707,Weather,Attritional,10874585,4350,1087268
Actual,IB APC,2017,8,201708,Weather,Attritional,10900944,4360,1090020
Actual,IB APC,2017,9,201709,Weather,Attritional,10838943,4336,1085588
Actual,IB APC,2017,10,201710,Weather,Attritional,10936064,4374,1098032
Actual,IB APC,2017,11,201711,Weather,Attritional,11064159,4426,1111837
Actual,IB APC,2017,12,201712,Weather,Attritional,11104182,4442,1110113
Actual,IB APC,2018,1,201801,Weather,Attritional,11080703,4432,1106458
Actual,IB APC,2018,2,201802,Weather,Attritional,11277590,4511,1123794
Actual,IB APC,2018,3,201803,Weather,Attritional,11300195,4520,1135926
Actual,IB APC,2018,4,201804,Weather,Attritional,11350519,4540,1130292
Actual,IB APC,2018,5,201805,Weather,Attritional,11474670,4590,1148535
Actual,IB APC,2018,6,201806,Weather,Attritional,11415456,4566,1134495
Actual,IB APC,2018,7,201807,Weather,Attritional,11578378,4631,1159765
Actual,IB APC,2018,8,201808,Weather,Attritional,11561877,4625,1152878
Actual,IB APC,2018,9,201809,Weather,Attritional,11293052,4517,1128031
Actual,IB APC,2018,10,201810,Weather,Attritional,11238632,4495,1126604
Actual,IB APC,2018,11,201811,Weather,Attritional,11369003,4548,1127139
Actual,IB APC,2018,12,201812,Weather,Attritional,11383609,4553,1136056
Actual,IB APC,2018,1,201801,Weather,Large,11100568,4440,1112328
Actual,IB APC,2018,3,201803,Weather,Large,11336095,4534,1127875
Actual,IB APC,2018,6,201806,Weather,Large,11381130,4552,1141675
Plan,IB APC,2018,7,201807,Weather,Attritional,8344933,3338,834049
Plan,IB APC,2018,8,201808,Weather,Attritional,8345339,3338,841538
Plan,IB APC,2018,9,201809,Weather,Attritional,6956546,2783,699424
Plan,IB APC,2018,10,201810,Weather,Attritional,6961856,2785,695090
Plan,IB APC,2018,11,201811,Weather,Attritional,7056933,2823,701717
Plan,IB APC,2018,12,201812,Weather,Attritional,7075550,2830,705194
Plan,IB APC,2019,1,201901,Weather,Attritional,7087139,2835,711698
Plan,IB APC,2019,2,201902,Weather,Attritional,7174222,2870,714163
Plan,IB APC,2019,3,201903,Weather,Attritional,7228624,2891,722153
Plan,IB APC,2019,4,201904,Weather,Attritional,7260967,2904,720489
Plan,IB APC,2019,5,201905,Weather,Attritional,7276705,2911,728624
Plan,IB APC,2019,6,201906,Weather,Attritional,7295940,2918,726335
Plan,IB APC,2019,7,201907,Weather,Attritional,7322796,2929,733047
Plan,IB APC,2019,8,201908,Weather,Attritional,7426876,2971,737815
Plan,IB APC,2019,9,201909,Weather,Attritional,7463027,2985,746337
Plan,IB APC,2019,10,201910,Weather,Attritional,7498042,2999,744523
Plan,IB APC,2019,11,201911,Weather,Attritional,7461987,2985,747844
Plan,IB APC,2019,12,201912,Weather,Attritional,7497161,2999,751479
Plan V2,IB APC,2018,9,201809,Weather,Attritional,9040091,3616,904543
Plan V2,IB APC,2018,10,201810,Weather,Attritional,9057000,3623,899853
Plan V2,IB APC,2018,11,201811,Weather,Attritional,9052292,3621,904876
Plan V2,IB APC,2018,12,201812,Weather,Attritional,9038434,3615,904569
Plan V2,IB APC,2019,1,201901,Weather,Attritional,9021541,3609,903408
Plan V2,IB APC,2019,2,201902,Weather,Attritional,9099805,3640,908389
Plan V2,IB APC,2019,3,201903,Weather,Attritional,9110504,3644,908867
Plan V2,IB APC,2019,4,201904,Weather,Attritional,9284080,3714,923932
Plan V2,IB APC,2019,5,201905,Weather,Attritional,9381549,3753,940203
Plan V2,IB APC,2019,6,201906,Weather,Attritional,9394311,3758,937300
Plan V2,IB APC,2019,7,201907,Weather,Attritional,9465951,3786,942499
Plan V2,IB APC,2019,8,201908,Weather,Attritional,9509233,3804,953324
Plan V2,IB APC,2019,9,201909,Weather,Attritional,9651995,3861,967517
Plan V2,IB APC,2019,10,201910,Weather,Attritional,9599742,3840,961801
Plan V2,IB APC,2019,11,201911,Weather,Attritional,9553301,3821,958256
Plan V2,IB APC,2019,12,201912,Weather,Attritional,9554822,3822,955600
Actual,IB Main ex APC,2016,1,201601,Weather,Attritional,3419911,1368,343566
Actual,IB Main ex APC,2016,2,201602,Weather,Attritional,3462377,1385,343439
Actual,IB Main ex APC,2016,3,201603,Weather,Attritional,3452130,1381,345413
Actual,IB Main ex APC,2016,4,201604,Weather,Attritional,3489409,1396,347997
Actual,IB Main ex APC,2016,5,201605,Weather,Attritional,3505716,1402,350626
Actual,IB Main ex APC,2016,6,201606,Weather,Attritional,3501059,1400,352010
Actual,IB Main ex APC,2016,7,201607,Weather,Attritional,3536619,1415,352900
Actual,IB Main ex APC,2016,8,201608,Weather,Attritional,3558583,1423,356434
Actual,IB Main ex APC,2016,9,201609,Weather,Attritional,3595112,1438,358412
Actual,IB Main ex APC,2016,10,201610,Weather,Attritional,3621718,1449,361963
Actual,IB Main ex APC,2016,11,201611,Weather,Attritional,3594948,1438,361658
Actual,IB Main ex APC,2016,12,201612,Weather,Attritional,3634496,1454,363701
Actual,IB Main ex APC,2017,1,201701,Weather,Attritional,3660409,1464,367231
Actual,IB Main ex APC,2017,2,201702,Weather,Attritional,3704226,1482,370948
Actual,IB Main ex APC,2017,3,201703,Weather,Attritional,3707107,1483,368246
Actual,IB Main ex APC,2017,4,201704,Weather,Attritional,3711464,1485,373633
Actual,IB Main ex APC,2017,5,201705,Weather,Attritional,3739314,1496,371832
Actual,IB Main ex APC,2017,6,201706,Weather,Attritional,3766029,1506,377520
Actual,IB Main ex APC,2017,7,201707,Weather,Attritional,3768155,1507,379894
Actual,IB Main ex APC,2017,8,201708,Weather,Attritional,3809100,1524,380322
Actual,IB Main ex APC,2017,9,201709,Weather,Attritional,3845689,1538,381615
Actual,IB Main ex APC,2017,10,201710,Weather,Attritional,3823273,1529,381091
Actual,IB Main ex APC,2017,11,201711,Weather,Attritional,3842092,1537,382636
Actual,IB Main ex APC,2017,12,201712,Weather,Attritional,3858966,1544,387200
Actual,IB Main ex APC,2018,1,201801,Weather,Attritional,3876169,1550,386200
Actual,IB Main ex APC,2018,2,201802,Weather,Attritional,3905053,1562,389056
Actual,IB Main ex APC,2018,3,201803,Weather,Attritional,3925393,1570,394331
Actual,IB Main ex APC,2018,4,201804,Weather,Attritional,3924339,1570,394697
Actual,IB Main ex APC,2018,5,201805,Weather,Attritional,3945153,1578,392489
Actual,IB Main ex APC,2018,6,201806,Weather,Attritional,3970715,1588,396927
Actual,IB Main ex APC,2018,7,201807,Weather,Attritional,3984421,1594,395940
Actual,IB Main ex APC,2018,8,201808,Weather,Attritional,3993220,1597,401287
Actual,IB Main ex APC,2018,9,201809,Weather,Attritional,4408388,1763,441909
Actual,IB Main ex APC,2018,10,201810,Weather,Attritional,4492404,1797,446102
Actual,IB Main ex APC,2018,11,201811,Weather,Attritional,4510664,1804,451773
Actual,IB Main ex APC,2018,12,201812,Weather,Attritional,4495906,1798,449607
Actual,IB Main ex APC,2016,2,201602,Weather,Large,3439139,1376,344194
Actual,IB Main ex APC,2016,3,201603,Weather,Large,3471405,1389,345858
Actual,IB Main ex APC,2016,6,201606,Weather,Large,3513669,1405,351376
Actual,IB Main ex APC,2016,11,201611,Weather,Large,3622684,1449,361705
Actual,IB Main ex APC,2017,7,201707,Weather,Large,3788740,1515,380203
Actual,IB Main ex APC,2017,8,201708,Weather,Large,3787269,1515,381695
Actual,IB Main ex APC,2017,9,201709,Weather,Large,3820475,1528,383646
Actual,IB Main ex APC,2018,3,201803,Weather,Large,3912571,1565,394326
Actual,IB Main ex APC,2018,9,201809,Weather,Large,4413009,1765,443049
Plan,IB Main ex APC,2018,7,201807,Weather,Attritional,2270013,908,228359
Plan,IB Main ex APC,2018,8,201808,Weather,Attritional,2308502,923,229944
Plan,IB Main ex APC,2018,9,201809,Weather,Attritional,2964542,1186,297301
Plan,IB Main ex APC,2018,10,201810,Weather,Attritional,2958077,1183,297446
Plan,IB Main ex APC,2018,11,201811,Weather,Attritional,2984996,1194,298105
Plan,IB Main ex APC,2018,12,201812,Weather,Attritional,3021177,1208,299854
Plan,IB Main ex APC,2019,1,201901,Weather,Attritional,3058269,1223,303245
Plan,IB Main ex APC,2019,2,201902,Weather,Attritional,3065679,1226,305867
Plan,IB Main ex APC,2019,3,201903,Weather,Attritional,3067064,1227,307859
Plan,IB Main ex APC,2019,4,201904,Weather,Attritional,3082730,1233,308580
Plan,IB Main ex APC,2019,5,201905,Weather,Attritional,3085436,1234,307779
Plan,IB Main ex APC,2019,6,201906,Weather,Attritional,3099124,1240,309001
Plan,IB Main ex APC,2019,7,201907,Weather,Attritional,3149184,1260,313349
Plan,IB Main ex APC,2019,8,201908,Weather,Attritional,3111925,1245,312924
Plan,IB Main ex APC,2019,9,201909,Weather,Attritional,3127136,1251,313785
Plan,IB Main ex APC,2019,10,201910,Weather,Attritional,3167098,1267,317044
Plan,IB Main ex APC,2019,11,201911,Weather,Attritional,3152544,1261,314549
Plan,IB Main ex APC,2019,12,201912,Weather,Attritional,3148549,1259,315031
Plan V2,IB Main ex APC,2018,9,201809,Weather,Attritional,2723874,1090,272142
Plan V2,IB Main ex APC,2018,10,201810,Weather,Attritional,2739229,1096,273823
Plan V2,IB Main ex APC,2018,11,201811,Weather,Attritional,2740190,1096,273179
Plan V2,IB Main ex APC,2018,12,201812,Weather,Attritional,2752346,1101,274006
Plan V2,IB Main ex APC,2019,1,201901,Weather,Attritional,2774806,1110,276914
Plan V2,IB Main ex APC,2019,2,201902,Weather,Attritional,2788500,1115,280058
Plan V2,IB Main ex APC,2019,3,201903,Weather,Attritional,2837175,1135,284285
Plan V2,IB Main ex APC,2019,4,201904,Weather,Attritional,2842936,1137,283112
Plan V2,IB Main ex APC,2019,5,201905,Weather,Attritional,2849169,1140,285460
Plan V2,IB Main ex APC,2019,6,201906,Weather,Attritional,2864879,1146,288333
Plan V2,IB Main ex APC,2019,7,201907,Weather,Attritional,2879720,1152,287026
Plan V2,IB Main ex APC,2019,8,201908,Weather,Attritional,2912098,1165,291780
Plan V2,IB Main ex APC,2019,9,201909,Weather,Attritional,2924908,1170,290596
Plan V2,IB Main ex APC,2019,10,201910,Weather,Attritional,2923645,1169,290868
Plan V2,IB Main ex APC,2019,11,201911,Weather,Attritional,2960425,1184,296319
Plan V2,IB Main ex APC,2019,12,201912,Weather,Attritional,3002158,1201,297862
Actual,Santander,2016,1,201601,Weather,Attritional,8860721,3544,885717
Actual,Santander,2016,2,201602,Weather,Attritional,8921030,3568,898833
Actual,Santander,2016,3,201603,Weather,Attritional,9041984,3617,899242
Actual,Santander,2016,4,201604,Weather,Attritional,9083576,3633,904974
Actual,Santander,2016,5,201605,Weather,Attritional,9118394,3647,906443
Actual,Santander,2016,6,201606,Weather,Attritional,9153193,3661,918673
Actual,Santander,2016,7,201607,Weather,Attritional,9133246,3653,917710
Actual,Santander,2016,8,201608,Weather,Attritional,9205264,3682,919477
Actual,Santander,2016,9,201609,Weather,Attritional,9213245,3685,925372
Actual,Santander,2016,10,201610,Weather,Attritional,9336638,3735,929828
Actual,Santander,2016,11,201611,Weather,Attritional,9347732,3739,938790
Actual,Santander,2016,12,201612,Weather,Attritional,9380599,3752,940198
Actual,Santander,2017,1,201701,Weather,Attritional,9515016,3806,948922
Actual,Santander,2017,2,201702,Weather,Attritional,9573179,3829,957800
Actual,Santander,2017,3,201703,Weather,Attritional,9646682,3859,972151
Actual,Santander,2017,4,201704,Weather,Attritional,9678318,3871,973015
Actual,Santander,2017,5,201705,Weather,Attritional,9757532,3903,969755
Actual,Santander,2017,6,201706,Weather,Attritional,9826764,3931,980035
Actual,Santander,2017,7,201707,Weather,Attritional,9814475,3926,980418
Actual,Santander,2017,8,201708,Weather,Attritional,9844268,3938,982470
Actual,Santander,2017,9,201709,Weather,Attritional,9899466,3960,994404
Actual,Santander,2017,10,201710,Weather,Attritional,9946742,3979,991741
Actual,Santander,2017,11,201711,Weather,Attritional,9996125,3998,997421
Actual,Santander,2017,12,201712,Weather,Attritional,10024114,4010,1008000
Actual,Santander,2018,1,201801,Weather,Attritional,9965802,3986,1000746
Actual,Santander,2018,2,201802,Weather,Attritional,10014639,4006,1007537
Actual,Santander,2018,3,201803,Weather,Attritional,10186708,4075,1019454
Actual,Santander,2018,4,201804,Weather,Attritional,10209135,4084,1025575
Actual,Santander,2018,5,201805,Weather,Attritional,10314853,4126,1026203
Actual,Santander,2018,6,201806,Weather,Attritional,10382246,4153,1038636
Actual,Santander,2018,7,201807,Weather,Attritional,10357869,4143,1036369
Actual,Santander,2018,8,201808,Weather,Attritional,10488885,4196,1040100
Actual,Santander,2018,9,201809,Weather,Attritional,6995530,2798,699926
Actual,Santander,2018,10,201810,Weather,Attritional,7044229,2818,707790
Actual,Santander,2018,11,201811,Weather,Attritional,7069103,2828,707567
Actual,Santander,2018,12,201812,Weather,Attritional,7126293,2851,712408
Actual,Santander,2018,3,201803,Weather,Large,10123403,4049,1016880
Plan,Santander,2018,7,201807,Weather,Attritional,8770821,3508,870738
Plan,Santander,2018,8,201808,Weather,Attritional,8838550,3535,879718
Plan,Santander,2018,9,201809,Weather,Attritional,9196898,3679,918982
Plan,Santander,2018,10,201810,Weather,Attritional,9214169,3686,921518
Plan,Santander,2018,11,201811,Weather,Attritional,9302207,3721,932524
Plan,Santander,2018,12,201812,Weather,Attritional,9372212,3749,929934
Plan,Santander,2019,1,201901,Weather,Attritional,9449231,3780,944743
Plan,Santander,2019,2,201902,Weather,Attritional,9484303,3794,948165
Plan,Santander,2019,3,201903,Weather,Attritional,9551473,3821,951354
Plan,Santander,2019,4,201904,Weather,Attritional,9555711,3822,957111
Plan,Santander,2019,5,201905,Weather,Attritional,9661388,3865,960938
Plan,Santander,2019,6,201906,Weather,Attritional,9667023,3867,971865
Plan,Santander,2019,7,201907,Weather,Attritional,9757230,3903,975502
Plan,Santander,2019,8,201908,Weather,Attritional,9865758,3946,984609
Plan,Santander,2019,9,201909,Weather,Attritional,9881102,3952,981318
Plan,Santander,2019,10,201910,Weather,Attritional,9839572,3936,989639
Plan,Santander,2019,11,201911,Weather,Attritional,9996563,3999,996426
Plan,Santander,2019,12,201912,Weather,Attritional,9919919,3968,992395
Plan V2,Santander,2018,9,201809,Weather,Attritional,7726828,3091,771114
Plan V2,Santander,2018,10,201810,Weather,Attritional,7698357,3079,771566
Plan V2,Santander,2018,11,201811,Weather,Attritional,7778608,3111,776183
Plan V2,Santander,2018,12,201812,Weather,Attritional,7763035,3105,775557
Plan V2,Santander,2019,1,201901,Weather,Attritional,7822321,3129,782972
Plan V2,Santander,2019,2,201902,Weather,Attritional,7866249,3146,785264
Plan V2,Santander,2019,3,201903,Weather,Attritional,7856706,3143,791425
Plan V2,Santander,2019,4,201904,Weather,Attritional,7932491,3173,790669
Plan V2,Santander,2019,5,201905,Weather,Attritional,7914711,3166,796183
Plan V2,Santander,2019,6,201906,Weather,Attritional,7980367,3192,796911
Plan V2,Santander,2019,7,201907,Weather,Attritional,8017364,3207,795641
Plan V2,Santander,2019,8,201908,Weather,Attritional,8047666,3219,800066
Plan V2,Santander,2019,9,201909,Weather,Attritional,8037743,3215,803592
Plan V2,Santander,2019,10,201910,Weather,Attritional,8111771,3245,815970
Plan V2,Santander,2019,11,201911,Weather,Attritional,8094430,3238,808133
Plan V2,Santander,2019,12,201912,Weather,Attritional,8112512,3245,815094
Actual,TSB,2016,6,201606,Weather,Attritional,319292,128,31775
Actual,TSB,2016,7,201607,Weather,Attritional,320600,128,32026
Actual,TSB,2016,9,201609,Weather,Attritional,321468,129,32405
Actual,TSB,2016,10,201610,Weather,Attritional,324705,130,32298
Actual,TSB,2016,11,201611,Weather,Attritional,324705,130,32261
Actual,TSB,2016,12,201612,Weather,Attritional,323236,129,32236
Actual,TSB,2017,1,201701,Weather,Attritional,322495,129,32477
Actual,TSB,2017,2,201702,Weather,Attritional,328735,131,32811
Actual,TSB,2017,3,201703,Weather,Attritional,332707,133,33000
Actual,TSB,2017,4,201704,Weather,Attritional,335017,134,33482
Actual,TSB,2017,5,201705,Weather,Attritional,334659,134,33447
Actual,TSB,2017,6,201706,Weather,Attritional,339600,136,33665
Actual,TSB,2017,7,201707,Weather,Attritional,339817,136,34145
Actual,TSB,2017,8,201708,Weather,Attritional,342039,137,34292
Actual,TSB,2017,9,201709,Weather,Attritional,346628,139,34507
Actual,TSB,2017,10,201710,Weather,Attritional,345681,138,34445
Actual,TSB,2017,11,201711,Weather,Attritional,346671,139,34598
Actual,TSB,2017,12,201712,Weather,Attritional,347645,139,34760
Actual,TSB,2018,1,201801,Weather,Attritional,350717,140,34868
Actual,TSB,2018,2,201802,Weather,Attritional,354302,142,35238
Actual,TSB,2018,3,201803,Weather,Attritional,354115,142,35366
Actual,TSB,2018,4,201804,Weather,Attritional,356949,143,35599
Actual,TSB,2018,5,201805,Weather,Attritional,354656,142,35629
Actual,TSB,2018,6,201806,Weather,Attritional,360886,144,35875
Actual,TSB,2018,7,201807,Weather,Attritional,361197,144,36151
Actual,TSB,2018,8,201808,Weather,Attritional,363012,145,36533
Actual,TSB,2018,9,201809,Weather,Attritional,361975,145,36271
Actual,TSB,2018,10,201810,Weather,Attritional,363283,145,36130
Actual,TSB,2018,11,201811,Weather,Attritional,362152,145,36425
Actual,TSB,2018,12,201812,Weather,Attritional,363292,145,36263
Plan,TSB,2018,7,201807,Weather,Attritional,464729,186,46133
Plan,TSB,2018,8,201808,Weather,Attritional,468565,187,46659
Plan,TSB,2018,9,201809,Weather,Attritional,422981,169,42079
Plan,TSB,2018,10,201810,Weather,Attritional,425320,170,42432
Plan,TSB,2018,11,201811,Weather,Attritional,422145,169,42279
Plan,TSB,2018,12,201812,Weather,Attritional,430392,172,42673
Plan,TSB,2019,1,201901,Weather,Attritional,431415,173,43135
Plan,TSB,2019,2,201902,Weather,Attritional,435350,174,43464
Plan,TSB,2019,3,201903,Weather,Attritional,435502,174,43532
Plan,TSB,2019,4,201904,Weather,Attritional,441923,177,44298
Plan,TSB,2019,5,201905,Weather,Attritional,439085,176,44146
Plan,TSB,2019,6,201906,Weather,Attritional,440890,176,44296
Plan,TSB,2019,7,201907,Weather,Attritional,446054,178,44561
Plan,TSB,2019,8,201908,Weather,Attritional,445748,178,44632
Plan,TSB,2019,9,201909,Weather,Attritional,450473,180,44921
Plan,TSB,2019,10,201910,Weather,Attritional,452038,181,45143
Plan,TSB,2019,11,201911,Weather,Attritional,455250,182,45539
Plan,TSB,2019,12,201912,Weather,Attritional,456688,183,45801
Plan V2,TSB,2018,9,201809,Weather,Attritional,643280,257,63996
Plan V2,TSB,2018,10,201810,Weather,Attritional,640921,256,63906
Plan V2,TSB,2018,11,201811,Weather,Attritional,638677,255,63998
Plan V2,TSB,2018,12,201812,Weather,Attritional,648234,259,64628
Plan V2,TSB,2019,1,201901,Weather,Attritional,654472,262,65029
Plan V2,TSB,2019,2,201902,Weather,Attritional,658186,263,65493
Plan V2,TSB,2019,3,201903,Weather,Attritional,663249,265,66011
Plan V2,TSB,2019,4,201904,Weather,Attritional,662920,265,65896
Plan V2,TSB,2019,5,201905,Weather,Attritional,670456,268,66455
Plan V2,TSB,2019,6,201906,Weather,Attritional,670473,268,66585
Plan V2,TSB,2019,7,201907,Weather,Attritional,674001,270,67494
Plan V2,TSB,2019,8,201908,Weather,Attritional,677983,271,67436
Plan V2,TSB,2019,9,201909,Weather,Attritional,675922,270,67714
Plan V2,TSB,2019,10,201910,Weather,Attritional,676852,271,68230
Plan V2,TSB,2019,11,201911,Weather,Attritional,692160,277,69034
Plan V2,TSB,2019,12,201912,Weather,Attritional,693904,278,69432
Actual,UKDI,2016,1,201601,Weather,Attritional,9041173,3616,911539
Actual,UKDI,2016,2,201602,Weather,Attritional,9195122,3678,916371
Actual,UKDI,2016,3,201603,Weather,Attritional,9178723,3671,923280
Actual,UKDI,2016,4,201604,Weather,Attritional,9302220,3721,932266
Actual,UKDI,2016,5,201605,Weather,Attritional,9380545,3752,939676
Actual,UKDI,2016,6,201606,Weather,Attritional,9387826,3755,939323
Actual,UKDI,2016,7,201607,Weather,Attritional,9512740,3805,952877
Actual,UKDI,2016,8,201608,Weather,Attritional,9523074,3809,954016
Actual,UKDI,2016,9,201609,Weather,Attritional,9550509,3820,954832
Actual,UKDI,2016,10,201610,Weather,Attritional,9591227,3836,958932
Actual,UKDI,2016,11,201611,Weather,Attritional,9636500,3855,971143
Actual,UKDI,2016,12,201612,Weather,Attritional,9694594,3878,966060
Actual,UKDI,2017,1,201701,Weather,Attritional,9756999,3903,970593
Actual,UKDI,2017,2,201702,Weather,Attritional,9709946,3884,971743
Actual,UKDI,2017,3,201703,Weather,Attritional,9825497,3930,973430
Actual,UKDI,2017,4,201704,Weather,Attritional,9903515,3961,990638
